"Mayo Test ID","Test Name","CPT Code"
"GRH","Growth Hormone Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"GLUCG","Glucagon Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"GLUT","GLUT-1 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"GLYP3","Glypican-3 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"GLYCF","Glycophorin A (CD235a) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"GRANB","Granzyme B Immunostain, Technical Component Only",""
"GLUTS","Glutamine Synthetase Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HEPBC","Hepatitis B Core (HBc) Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"HBME","Mesothelial Cell (HBME-1) Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"HEPBS","Hepatitis B Surface (HBs) Antigen Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HEMB","Hemoglobin (Hb) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HCG","Human Chorionic Gonadotropin (hCG) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HEPAT","Hepatocyte Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HER2I","HER2 Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"HRPV8","Human Herpes Virus, Type 8 (HHV-8) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HMB45","HMB45 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HMGA","High Mobility Group A2 (HMGA2) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HNF1B","Hepatocyte Nuclear Factor 1Beta Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HPL","Human Placental Lactogen Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HPVHL","Human Papillomavirus (HPV) High/Low Risk, In Situ Hybridization","88365-Primary
  88364-If additional ISH"
"HPVLR","Human Papillomavirus (HPV) Low Risk, In Situ Hybridization","88365-Primary
  88364-If additional in situ hybridization"
"HPYL","Helicobacter pylori (H pylori) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HRPSV","Herpes Simplex Virus, I and II (HSV I and II) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"IDH1","IDH1 Mutation (R132H) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"EBV","Epstein-Barr Virus (EBV) In Situ Hybridization, Technical Component Only","88365-TC, primary
  88364-TC, if additional ISH"
"IGAI","IgA Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"IGDI","IgD Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"IGG4I","IgG4 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"IGGI","IgG Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"IGMI","IgM Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"JCV","JC Virus Detection by In Situ Hybridization","88365-Primary
  88364-If additional ISH"
"INHIB","Inhibin Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"INI1","Integrase Interactor 1 (INI1/BAF47) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"INSUL","Insulin Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"ISLET","Islet 1 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"KI67","Ki-67 (MIB-1) Immunostain, Technical Component Only","88342-Primary
  88341-If additional IHC"
"KAIHC","Kappa Light Chain Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"KIMEL","Ki67 + Melan A Immunostain, Technical Component Only","88344-TC"
"KIT","KIT Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"CDKP1","CD68 (KP1) Immunostain, Tissue, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"KRT7","Keratin 7 (KRT7) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TTFK5","Thyroid Transcription Factor 1 (TTF1) (SPT24) and Keratin 5 (KRT5) Immunostain, Technical Component Only","88344-TC"
"KRT19","Keratin 19 (KRT19) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"KRT20","Keratin 20 (KRT20) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"KRT34","Keratin (34BE12) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"KRTAE","Keratin (AE1/AE3) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"KRTOS","Keratin (OSCAR) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"LANGR","Langerin Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"LECT2","Leukocyte Cell-Derived Chemotaxin 2 (LECT2), Immunostains Without Interpretation","88342-TC, primary
  88341-TC, if additional IHC"
"LUTHI","Luteinizing Hormone (LH) Beta Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"LAIHC","Lambda Light Chain Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"LMO2","LIM Domain Only 2 (LMO2) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"LMP1I","Epstein Barr Virus Latency Membrane Protein 1 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"LYSOZ","Lysozyme Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MELAN","Melan A (MART-1) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MOC31","MOC-31 Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"MCEA","Carcinoembryonic Antigen, Monoclonal Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MGB","Mammaglobin (MGB) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"CD99","CD99 (MIC-2) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MITF","MiTF Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MLH1","MLH1 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MYPO","Myeloperoxidase (MPO) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MSH2","MSH2 Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"MSH6","MSH6 Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"MUM1","MUM-1/IRF4 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MYC","MYC Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MYOGE","Myogenin Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MYOGL","Myoglobin Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MYOD1","Myogenic Differentiation Antigen 1 (MYOD1) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"NAPSN","Napsin A Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"NF2F","Neurofilament (2F11) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"NUT","NUT Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"OCT2","OCT-2 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"OCT4","OCT3/4 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"P16","p16 (INK4a/CDKN2A) Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"P40NA","p40 + Napsin A Immunostain, Technical Component Only","88344-TC"
"P40","p40 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"P53","p53 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"P57I","p57 (KIP2/CDKN1C) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"P63","p63 Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"PACPI","Prostatic Acid Phosphatase (PACP) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PARVI","Parvovirus Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PAX5","PAX-5 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PAX8","PAX8 Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"PCEAI","Carcinoembryonic Antigen, Polyclonal Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"PGM1","CD68 (PG-M1) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PLAP","Placental Alkaline Phosphatase (PLAP) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PMS2","PMS2 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PRLI","Prolactin (PRL) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PROG","Progesterone Receptor (PR) Immunostain, Technical Component Only","88342-TC, Primary
    88341-TC, If additional IHC"
"PSAIM","Prostate Specific Antigen (PSA) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PTH","Parathyroid Hormone (PTH) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PU1","PU.1 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"S100","S-100 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"SDHB","SDHB Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"SMACN","Actin, Smooth Muscle (SMActin) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"SMOTH","Smoothelin Immunostain, Technical Component Only",""
"SOMAT","Somatostatin Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"STAT6","Signal Transducer and Activator of Transcription 6 (STAT6), Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"SOX10","SOX10 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"SOX11","SOX11 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"SYNAP","Synaptophysin (SYNAPTO) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TAUI","TAU Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TBET","T-Box Expressed in T Cells (TBET) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TCRF1","T-Cell Receptor Beta (TCR Beta F1) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TCL1A","T-Cell Leukemia/Lymphoma Protein 1A (TCL1A) Immunostain, Technical Component Only",""
"TCRGD","T-Cell Receptor Delta Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TDT","Terminal Deoxynucleotidyl Transferase (TdT) Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"TFE3I","Transcription Factor E3 (TFE3) Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"THYR","Thyroglobulin Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"TIA1","T-Cell Intracellular Antigen 1 (TIA-1) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TLE1","TLE-1 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TOXO","Toxoplasma Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TRAP","Tartrate-Resistant Acid Phosphatase (TRAP) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TRYPN","Trypsin Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TRPTS","Tryptase Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TSH","Thyroid-Stimulating Hormone (TSH), Beta Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TTF8G","Thyroid Transcription Factor (8G7G3/1) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TTFSP","Thyroid Transcription Factor (SPT24) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TYROS","Tyrosinase (TYROS) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"UBIQ","Ubiquitin (UBIQ) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"VIM","Vimentin Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"VIPI","Vasoactive Intestine Polypeptide (VIP), Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"VZV","Varicella Zoster Virus (VZV) Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"WT1I","Wilms Tumor (WT-1) Immunostain, Technical Component Only",""
"YAP1","Yes-Associated Protein (YAP) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"FBILM","Biliary Tract Malignancy-Cytology, FISH, Varies","88112
  88377 (if appropriate)"
"KI67B","Ki-67(MIB-1), Breast, Quantitative Immunohistochemistry, Automated","88361"
"ERPR","Estrogen/Progesterone Receptor, Semi-Quantitative Immunohistochemistry, Manual","88360 x 2"
"RPCWT","Renal Pathology Consultation, Wet Tissue","88305 (If appropriate)
  88348 (If appropriate)
  88313 (If appropriate)
  88346 (If appropriate)
  88350&amp;nbsp;(If appropriate)"
"PLAIF","Phospholipase A2 Receptor (PLA2R), Renal Biopsy","88346-primary IF"
"ALPRT","Alport (Collagen IV Alpha 5 and Alpha 2) Immunofluorescent Stain, Renal Biopsy","88346"
"MBX","Muscle Pathology Consultation","88342 (if appropriate)
  88341 (if appropriate)
  88346 (if appropriate)
  88350 (if appropriate)
  88305 (if appropriate)
  88313 (if appropriate)
  88319 (if appropriate)
  88314 (if appropriate)
  88321 (if appropriate)
  88323 (if appropriate)
  88323-26 (if appropriate)
  88325 (if appropriate)"
"DEXT","Dermatopathology Consultation, Wet Tissue","88302 (if appropriate)
  88304 (if appropriate)
  88305 (if appropriate)"
"PNBX","Peripheral Nerve Pathology Consultation","88305 (if appropriate)
  88313 (if appropriate)
  88321 (if appropriate)
  88323 (if appropriate)
  88323-26 (if appropriate)
  88325 (if appropriate)
  88362 (if appropriate)
  88348 (if appropriate)
  88342 (if appropriate)
  88341 (if appropriate)"
"SPBX","Epidermal Nerve Fiber Density Consultation, Varies","88305 (if appropriate)
  88313 (if appropriate)
  88321 (if appropriate)
  88323 (if appropriate)
  88323-26 (if appropriate)
  88325 (if appropriate)
  88348 (if appropriate)
  88356 (if appropriate)
  88342 (if appropriate)"
"KLISH","Kappa and Lambda Light Chain mRNA, In Situ Hybridization (ISH) Technical Component Only","88365-TC, primary
  88364-TC, if additional ISH"
"SUBIF","Immunoglobulin G (IgG) Subtypes Immunofluorescence, Tissue","88346-Primary IF
  88350-If additional IF"
"LACTO","Lactotransferrin Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TAU4","TAU 4 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"TAU3","TAU 3 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"P62","p62 Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC,If additional IHC"
"NSEI","Neuron-Specific Enolase Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"NEUN","Neu-N Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
